Date,High,Low,Open,Close,Volume,Adj Close,HP-15ma,HP-50ma,HP-100ma,HP-200ma
2000-08-08,17.5,17.0625,17.15625,17.15625,206200.0,8.741188049316406,8.235134251912434,8.746761531829835,8.3630038356781,7.620117783546448
2000-08-09,17.71875,17.0625,17.3125,17.46875,618600.0,8.900408744812012,8.266978454589843,8.748035335540772,8.384960880279541,7.628485698325961
2000-08-10,17.59375,17.25,17.46875,17.40625,361600.0,8.86856460571289,8.299883842468262,8.735616168975831,8.408823804855347,7.636538158763539
2000-08-11,17.6875,16.875,17.34375,17.59375,383400.0,8.983449935913086,8.355308659871419,8.728042240142821,8.430340218544007,7.645227912164503
2000-08-14,18.25,17.53125,17.53125,18.1875,360200.0,9.28661823272705,8.447928524017334,8.736403312683105,8.453776197433472,7.655749644988623
2000-08-15,18.5625,17.4375,18.3125,17.65625,443400.0,9.015363693237305,8.54157107671102,8.746663360595702,8.474181866645813,7.664409607079379
2000-08-16,19.25,17.3125,17.78125,19.25,659400.0,9.829142570495605,8.686281077067058,8.76300895690918,8.501454305648803,7.678110448619988
2000-08-17,18.1875,17.71875,17.8125,18.0625,720400.0,9.222799301147461,8.777830441792807,8.768819942474366,8.521233358383178,7.6878254728497195
2000-08-18,18.15625,17.53125,18.15625,17.8125,380000.0,9.095148086547852,8.848132197062174,8.762524604797363,8.541324696540833,7.696621239185333
2000-08-21,18.15625,17.71875,18.0,17.875,342600.0,9.127055168151855,8.913130696614584,8.765146903991699,8.559193034172058,7.705505921973945
2000-08-22,18.125,17.875,17.90625,18.125,306600.0,9.254712104797363,8.97390251159668,8.760450687408447,8.576153345108033,7.715068923102485
2000-08-23,18.78125,18.3125,18.3125,18.6875,624200.0,9.541923522949219,9.04532985687256,8.765001583099366,8.592768483161926,7.72627662003406
2000-08-24,18.71875,17.875,18.6875,18.0625,238000.0,9.222799301147461,9.091236241658528,8.76571746826172,8.604126963615418,7.7354017583335315
2000-08-25,18.1875,17.71875,18.1875,18.125,254000.0,9.254712104797363,9.138208834330241,8.764842472076417,8.619617638587952,7.744609699827252
2000-08-28,18.71875,17.90625,18.125,18.375,351000.0,9.382360458374023,9.181749725341797,8.764291381835937,8.63860911846161,7.7544756682522324
2000-08-29,19.09375,18.28125,18.375,18.53125,397400.0,9.462141990661621,9.229813321431477,8.768838729858398,8.655697469711304,7.764701215093007
2000-08-30,18.71875,18.03125,18.5,18.40625,309400.0,9.39831829071045,9.26300729115804,8.773383388519287,8.670717692375183,7.7744251262573965
2000-08-31,18.71875,18.0625,18.0625,18.46875,386200.0,9.430231094360352,9.300451723734538,8.769650020599364,8.691141157150268,7.78422279470771
2000-09-01,18.6875,18.1875,18.46875,18.6875,205600.0,9.541923522949219,9.337683296203613,8.776111564636231,8.70839183330536,7.794562210756189
2000-09-05,18.84375,18.15625,18.78125,18.46875,265000.0,9.430231094360352,9.347257486979167,8.775562553405761,8.72071246623993,7.804127525864986
2000-09-06,19.25,18.6875,18.8125,19.15625,392600.0,9.781272888183594,9.398318099975587,8.79031385421753,8.741309876441955,7.815622557041257
2000-09-07,19.15625,18.65625,19.15625,19.0,254800.0,9.701488494873047,9.389807828267415,8.803787994384766,8.760315070152283,7.826523516219475
2000-09-08,19.0,18.3125,19.0,18.75,484800.0,9.573834419250488,9.413210169474285,8.821714572906494,8.779950251579285,7.8365655329035615
2000-09-11,19.3125,18.625,18.78125,18.90625,631000.0,9.6536226272583,9.450441805521647,8.837415733337401,8.798317918777466,7.846948716299875
2000-09-12,19.21875,18.5625,18.96875,18.9375,457800.0,9.669577598571777,9.486609967549642,8.84030029296875,8.818433890342712,7.857304562221874
2000-09-13,18.9375,17.90625,18.9375,17.90625,794000.0,9.14301586151123,9.479163551330567,8.841331214904786,8.830106682777405,7.864568467867577
2000-09-14,18.625,17.8125,18.03125,18.40625,484800.0,9.39831829071045,9.469589869181315,8.860205726623535,8.845921306610107,7.873185039906019
2000-09-15,19.0,18.375,18.375,18.71875,433600.0,9.557879447937012,9.491928545633952,8.882271461486816,8.864284782409667,7.882596740509545
2000-09-18,18.9375,17.84375,18.625,18.0,614000.0,9.190886497497559,9.487673505147297,8.898271102905273,8.877230687141418,7.8898650169372555
2000-09-19,18.0,17.5,18.0,17.71875,454600.0,9.047272682189941,9.46533432006836,8.91267225265503,8.887787165641784,7.89625953442484
2000-09-20,18.25,17.125,17.90625,17.28125,908400.0,8.823885917663574,9.422783915201823,8.910823287963867,8.896427488327026,7.901356382684393
2000-09-21,17.65625,16.5,17.0,16.5,531800.0,8.424976348876953,9.357894452412923,8.908638744354247,8.901396541595458,7.904217693975063
2000-09-22,17.28125,16.46875,16.46875,16.90625,615000.0,8.63240909576416,9.304706319173176,8.912832012176514,8.906533317565918,7.908175255941308
2000-09-25,17.1875,16.5,16.75,17.03125,745600.0,8.696240425109863,9.248327445983886,8.915117492675781,8.9134206199646,7.912435067666544
2000-09-26,17.4375,17.09375,17.15625,17.125,335400.0,8.744108200073242,9.202585919698079,8.925684394836425,8.918721113204956,7.916906428593461
2000-09-27,17.71875,17.0625,17.375,17.65625,407200.0,9.015363693237305,9.15152530670166,8.93658140182495,8.922126703262329,7.922780531612947
2000-09-28,17.75,17.25,17.6875,17.625,290400.0,8.999407768249512,9.104719924926759,8.948114643096924,8.925849399566651,7.928507272233355
2000-09-29,18.40625,17.75,17.8125,18.0625,477600.0,9.222799301147461,9.081317583719889,8.96507095336914,8.932123727798462,7.935355378206445
2000-10-02,18.375,17.5,18.09375,18.34375,372600.0,9.366401672363281,9.062169520060221,8.989357433319093,8.942693939208985,7.94288720080727
2000-10-03,18.5,18.0,18.5,18.21875,454200.0,9.302580833435059,9.037703069051107,9.017462644577027,8.950377712249756,7.950006015637782
2000-10-04,18.09375,17.125,18.09375,17.15625,454600.0,8.760062217712402,9.012172826131184,9.040449380874634,8.951521768569947,7.954225058356921
2000-10-05,17.1875,16.5625,17.125,16.875,437400.0,8.616451263427734,8.96004835764567,9.059608554840088,8.945975427627564,7.957656282217392
2000-10-06,17.71875,17.0,17.0,17.125,354400.0,8.744108200073242,8.90579694112142,9.077499542236328,8.943138694763183,7.961710158082628
2000-10-09,17.5625,16.78125,17.3125,17.25,435400.0,8.807927131652832,8.88026631673177,9.092845649719239,8.938711023330688,7.966049732306065
