Date,High,Low,Open,Close,Volume,Adj Close,AZO-15ma,AZO-50ma,AZO-100ma,AZO-200ma
2000-02-01,27.0625,26.125,26.125,26.3125,564300,26.3125,28.379166666666666,28.913690476190474,28.913690476190474,28.913690476190474
2000-02-02,26.25,25.625,26.0625,25.8125,512200,25.8125,28.095833333333335,28.772727272727273,28.772727272727273,28.772727272727273
2000-02-03,26.9375,25.125,25.8125,26.5625,428900,26.5625,27.879166666666666,28.67663043478261,28.67663043478261,28.67663043478261
2000-02-04,27.125,26.5,26.5,26.625,388000,26.625,27.654166666666665,28.591145833333332,28.591145833333332,28.591145833333332
2000-02-07,26.25,25.25,26.25,25.375,163100,25.375,27.3625,28.4625,28.4625,28.4625
2000-02-08,25.625,24.5,25.375,25.1875,575300,25.1875,27.066666666666666,28.33653846153846,28.33653846153846,28.33653846153846
2000-02-09,25.75,23.875,25.625,24.0,796600,24.0,26.658333333333335,28.175925925925927,28.175925925925927,28.175925925925927
2000-02-10,24.25,23.375,24.0,24.0625,1114300,24.0625,26.325,28.029017857142858,28.029017857142858,28.029017857142858
2000-02-11,24.125,23.25,24.0,23.25,1216000,23.25,25.991666666666667,27.864224137931036,27.864224137931036,27.864224137931036
2000-02-14,23.5,23.0625,23.25,23.375,237300,23.375,25.7,27.714583333333334,27.714583333333334,27.714583333333334
2000-02-15,23.625,23.0625,23.3125,23.375,382100,23.375,25.4,27.574596774193548,27.574596774193548,27.574596774193548
2000-02-16,23.5625,22.0625,23.375,22.3125,922700,22.3125,25.045833333333334,27.41015625,27.41015625,27.41015625
2000-02-17,23.9375,22.625,23.375,22.625,758100,22.625,24.754166666666666,27.265151515151516,27.265151515151516,27.265151515151516
2000-02-18,23.125,22.0,23.0,22.125,1077000,22.125,24.483333333333334,27.113970588235293,27.113970588235293,27.113970588235293
2000-02-22,22.875,22.0,22.0,22.375,1041500,22.375,24.225,26.978571428571428,26.978571428571428,26.978571428571428
2000-02-23,23.5,22.3125,22.375,23.25,937900,23.25,24.020833333333332,26.875,26.875,26.875
2000-02-24,23.0625,22.0625,23.0,22.0625,619500,22.0625,23.770833333333332,26.74493243243243,26.74493243243243,26.74493243243243
2000-02-25,24.375,22.0625,22.0625,23.3125,685000,23.3125,23.554166666666667,26.654605263157894,26.654605263157894,26.654605263157894
2000-02-28,24.0625,22.5625,23.1875,23.0625,486000,23.0625,23.316666666666666,26.5625,26.5625,26.5625
2000-02-29,24.625,22.75,22.9375,24.0,878600,24.0,23.225,26.4984375,26.4984375,26.4984375
2000-03-01,24.5625,22.125,24.5625,22.625,724400,22.625,23.054166666666667,26.403963414634145,26.403963414634145,26.403963414634145
2000-03-02,23.25,22.5,22.75,22.8125,945000,22.8125,22.975,26.31845238095238,26.31845238095238,26.31845238095238
2000-03-03,22.75,22.25,22.25,22.4375,668200,22.4375,22.866666666666667,26.228197674418606,26.228197674418606,26.228197674418606
2000-03-06,22.6875,22.25,22.5625,22.375,661200,22.375,22.808333333333334,26.140625,26.140625,26.140625
2000-03-07,22.375,21.0,22.1875,21.125,1092800,21.125,22.658333333333335,26.029166666666665,26.029166666666665,26.029166666666665
2000-03-08,22.0625,21.375,21.375,22.0,485300,22.0,22.566666666666666,25.941576086956523,25.941576086956523,25.941576086956523
2000-03-09,23.0,21.5,21.875,22.75,394600,22.75,22.595833333333335,25.87367021276596,25.87367021276596,25.87367021276596
2000-03-10,22.6875,21.5625,22.5625,21.8125,476600,21.8125,22.541666666666668,25.7890625,25.7890625,25.7890625
2000-03-13,21.8125,21.0625,21.8125,21.3125,490100,21.3125,22.4875,25.697704081632654,25.697704081632654,25.697704081632654
2000-03-14,22.75,21.1875,21.5,22.5625,519800,22.5625,22.5,25.635,25.635,25.635
2000-03-15,24.25,22.25,22.25,24.125,687700,24.125,22.558333333333334,25.50625,25.605392156862745,25.605392156862745
2000-03-16,27.0,23.5,24.0,26.4375,863600,26.4375,22.85,25.42625,25.62139423076923,25.62139423076923
2000-03-17,26.125,24.3125,25.75,24.3125,901500,24.3125,22.916666666666668,25.30625,25.596698113207548,25.596698113207548
2000-03-20,25.0,24.4375,24.625,25.0,519100,25.0,23.045833333333334,25.225,25.58564814814815,25.58564814814815
2000-03-21,25.875,24.9375,25.0,25.6875,397500,25.6875,23.158333333333335,25.13,25.5875,25.5875
2000-03-22,25.4375,24.5,25.4375,24.75,543500,24.75,23.3,25.01125,25.572544642857142,25.572544642857142
2000-03-23,24.6875,23.5,24.25,24.125,820500,24.125,23.3875,24.8925,25.547149122807017,25.547149122807017
2000-03-24,25.9375,24.25,24.625,25.5625,622700,25.5625,23.595833333333335,24.8075,25.54741379310345,25.54741379310345
2000-03-27,26.03125,25.5,25.75,25.625,560400,25.625,23.8125,24.72,25.548728813559322,25.548728813559322
2000-03-28,26.625,25.25,25.25,26.25,518500,26.25,24.154166666666665,24.65,25.560416666666665,25.560416666666665
2000-03-29,27.5,26.0625,26.0625,26.8125,767700,26.8125,24.475,24.59375,25.58094262295082,25.58094262295082
2000-03-30,27.75,26.875,27.0625,27.1875,468400,27.1875,24.770833333333332,24.535,25.606854838709676,25.606854838709676
2000-03-31,28.375,26.75,26.75,27.75,831400,27.75,25.166666666666668,24.50875,25.640873015873016,25.640873015873016
2000-04-03,28.5,27.5625,27.8125,27.875,381500,27.875,25.604166666666668,24.50125,25.67578125,25.67578125
2000-04-04,28.875,26.5,27.625,27.0625,655300,27.0625,25.904166666666665,24.4875,25.697115384615383,25.697115384615383
2000-04-05,28.0625,27.0,27.0,27.6875,516200,27.6875,26.141666666666666,24.48375,25.727272727272727,25.727272727272727
2000-04-06,28.8125,27.5625,27.6875,28.625,286100,28.625,26.2875,24.50375,25.770522388059703,25.770522388059703
2000-04-07,29.25,28.375,28.375,28.9375,906100,28.9375,26.595833333333335,24.5425,25.817095588235293,25.817095588235293
2000-04-10,30.0,28.3125,28.6875,29.1875,409300,29.1875,26.875,24.6025,25.865942028985508,25.865942028985508
2000-04-11,30.0625,28.875,29.0,29.75,921500,29.75,27.145833333333332,24.6725,25.92142857142857,25.92142857142857
2000-04-12,29.75,29.0,29.75,29.1875,484500,29.1875,27.441666666666666,24.73,25.967429577464788,25.967429577464788
2000-04-13,29.1875,27.75,29.1875,27.8125,362500,27.8125,27.6875,24.77,25.993055555555557,25.993055555555557
2000-04-14,27.5625,25.375,27.5625,26.0,516700,26.0,27.716666666666665,24.75875,25.993150684931507,25.993150684931507
2000-04-17,26.3125,25.5,25.75,25.9375,504300,25.9375,27.7375,24.745,25.99239864864865,25.99239864864865
2000-04-18,26.875,25.5,25.625,26.3125,404800,26.3125,27.741666666666667,24.76375,25.996666666666666,25.996666666666666
2000-04-19,26.125,25.25,26.0625,25.4375,435700,25.4375,27.65,24.76875,25.989309210526315,25.989309210526315
2000-04-20,25.9375,24.3125,25.125,24.9375,522000,24.9375,27.5,24.7875,25.975649350649352,25.975649350649352
2000-04-24,25.5,24.1875,24.6875,24.9375,405200,24.9375,27.3125,24.805,25.962339743589745,25.962339743589745
2000-04-25,25.4375,25.0,25.0,25.0625,321700,25.0625,27.125,24.84125,25.950949367088608,25.950949367088608
2000-04-26,25.0625,23.75,25.0,23.9375,873300,23.9375,26.916666666666668,24.8525,25.92578125,25.92578125
2000-04-27,23.25,22.25,23.125,23.0625,539700,23.0625,26.608333333333334,24.84625,25.890432098765434,25.890432098765434
2000-04-28,23.3125,22.8125,22.9375,22.9375,265500,22.9375,26.229166666666668,24.85875,25.854420731707318,25.854420731707318
2000-05-01,23.125,22.5,22.875,23.0625,491800,23.0625,25.8375,24.8675,25.82078313253012,25.82078313253012
2000-05-02,23.5,22.375,23.0,22.5,500100,22.5,25.391666666666666,24.875,25.78125,25.78125
2000-05-03,22.25,21.75,22.25,21.875,566200,21.875,24.866666666666667,24.865,25.735294117647058,25.735294117647058
2000-05-04,22.375,21.875,21.9375,22.125,337500,22.125,24.395833333333332,24.8425,25.69331395348837,25.69331395348837
2000-05-05,22.25,21.875,21.9375,21.9375,346300,21.9375,24.004166666666666,24.84,25.65014367816092,25.65014367816092
2000-05-08,22.75,21.9375,22.0,22.4375,519900,22.4375,23.766666666666666,24.8225,25.613636363636363,25.613636363636363
2000-05-09,23.125,22.8125,23.125,23.125,691800,23.125,23.579166666666666,24.82375,25.58567415730337,25.58567415730337
2000-05-10,23.0,22.375,22.9375,22.625,264600,22.625,23.333333333333332,24.79625,25.552777777777777,25.552777777777777
2000-05-11,24.25,22.8125,22.875,23.9375,454400,23.9375,23.233333333333334,24.8225,25.53502747252747,25.53502747252747
2000-05-12,24.1875,23.5625,23.9375,23.6875,262800,23.6875,23.15,24.84,25.514945652173914,25.514945652173914
2000-05-15,27.125,25.5,26.0,26.875,917400,26.875,23.279166666666665,24.92875,25.52956989247312,25.52956989247312
2000-05-16,27.3125,25.9375,27.0,26.5,794800,26.5,23.375,25.01125,25.539893617021278,25.539893617021278
2000-05-17,26.375,25.6875,26.25,26.0,376400,26.0,23.5125,25.10875,25.544736842105262,25.544736842105262
2000-05-18,27.125,25.75,25.75,26.75,330300,26.75,23.758333333333333,25.20375,25.557291666666668,25.557291666666668
2000-05-19,27.375,26.5625,26.5625,26.8125,579800,26.8125,24.016666666666666,25.285,25.570231958762886,25.570231958762886
2000-05-22,27.9375,26.5625,27.0,27.75,678000,27.75,24.329166666666666,25.40375,25.59247448979592,25.59247448979592
2000-05-23,27.75,27.3125,27.75,27.5,645700,27.5,24.6625,25.5275,25.611742424242426,25.611742424242426
2000-05-24,27.5,25.75,27.25,26.8125,541600,26.8125,24.991666666666667,25.6125,25.62375,25.62375
2000-05-25,27.75,26.75,27.625,27.0625,539200,27.0625,25.320833333333333,25.67125,25.58875,25.63799504950495
2000-05-26,27.4375,26.8125,27.1875,27.1875,600900,27.1875,25.670833333333334,25.68625,25.55625,25.653186274509803
2000-05-30,28.0625,27.1875,27.1875,27.8125,321000,27.8125,26.029166666666665,25.75625,25.53125,25.674150485436893
2000-05-31,28.5,27.875,27.9375,28.0,354800,28.0,26.354166666666668,25.81625,25.520625,25.696514423076923
2000-06-01,28.25,27.5,27.8125,28.1875,548700,28.1875,26.725,25.86625,25.498125,25.720238095238095
2000-06-02,29.6875,28.375,28.375,28.9375,586800,28.9375,27.058333333333334,25.95,25.480625,25.75058962264151
2000-06-05,29.0,28.3125,29.0,28.9375,303600,28.9375,27.408333333333335,26.04625,25.469375,25.7803738317757
2000-06-06,28.8125,28.0,28.8125,28.0625,297300,28.0625,27.4875,26.09625,25.451875,25.80150462962963
2000-06-07,28.875,27.3125,28.0625,28.375,674600,28.375,27.6125,26.15125,25.435625,25.825114678899084
2000-06-08,28.3125,27.375,28.125,27.75,241500,27.75,27.729166666666668,26.18125,25.415625,25.842613636363637
2000-06-09,28.4375,27.625,27.75,27.9375,339900,27.9375,27.808333333333334,26.20375,25.39875,25.861486486486488
2000-06-12,28.3125,28.0,28.0625,28.0625,319600,28.0625,27.891666666666666,26.22125,25.378125,25.881138392857142
2000-06-13,29.0,28.0625,28.0625,28.75,370400,28.75,27.958333333333332,26.24125,25.375,25.906526548672566
2000-06-14,29.0625,28.75,28.875,28.9375,328700,28.9375,28.054166666666667,26.2625,25.381875,25.93311403508772
2000-06-15,29.1875,28.875,28.875,29.0,291000,29.0,28.2,26.30125,25.394375,25.95978260869565
2000-06-16,28.5,26.5,28.25,27.375,1490200,27.375,28.220833333333335,26.295,25.389375,25.97198275862069
2000-06-19,27.75,26.8125,27.5625,27.125,427300,27.125,28.216666666666665,26.265,25.384375,25.98183760683761
2000-06-20,27.125,26.375,26.875,26.375,454300,26.375,28.120833333333334,26.21375,25.378125,25.985169491525422
2000-06-21,26.625,26.1875,26.4375,26.3125,501800,26.3125,28.008333333333333,26.15625,25.379375,25.987920168067227
2000-06-22,26.375,25.9375,26.3125,25.9375,382000,25.9375,27.858333333333334,26.08,25.37625,25.9875
2000-06-23,25.9375,24.5625,25.9375,24.9375,1416200,24.9375,27.591666666666665,25.995,25.3625,25.978822314049587
2000-06-26,24.9375,24.3125,24.9375,24.4375,734000,24.4375,27.291666666666668,25.9275,25.34875,25.966188524590162
2000-06-27,24.875,24.1875,24.5,24.8125,853600,24.8125,27.075,25.90375,25.33125,25.95680894308943
2000-06-28,24.9375,24.5,24.875,24.640625,786300,24.640625,26.826041666666665,25.8778125,25.31140625,25.946194556451612
2000-06-29,24.625,23.75,24.625,24.0,637700,24.0,26.576041666666665,25.8315625,25.29765625,25.930625
2000-06-30,24.5,22.0,24.25,22.015625,988200,22.015625,26.18125,25.763125,25.2659375,25.899553571428573
2000-07-03,23.9375,22.625,22.625,23.75,603100,23.75,25.89375,25.739375,25.2634375,25.882627952755904
2000-07-05,24.5625,23.75,23.8125,24.0625,529300,24.0625,25.58125,25.721875,25.2634375,25.868408203125
2000-07-06,24.5625,23.8125,23.8125,24.5,729900,24.5,25.285416666666666,25.710625,25.2759375,25.8578003875969
2000-07-07,24.6875,24.3125,24.625,24.625,556300,24.625,24.99375,25.724375,25.2884375,25.84831730769231
2000-07-10,24.75,24.375,24.625,24.4375,385600,24.4375,24.797916666666666,25.751875,25.2990625,25.837547709923665
2000-07-11,24.5625,24.25,24.5,24.4375,434400,24.4375,24.61875,25.781875,25.3203125,25.82694128787879
2000-07-12,24.75,23.9375,24.5,24.0625,403800,24.0625,24.464583333333334,25.801875,25.3346875,25.813674812030076
2000-07-13,24.3125,23.5,24.25,23.625,349500,23.625,24.285416666666666,25.824375,25.3496875,25.79734141791045
2000-07-14,24.25,23.8125,23.9375,24.1875,366500,24.1875,24.16875,25.870625,25.3678125,25.785416666666666
2000-07-17,24.0625,23.5,23.9375,23.9375,648400,23.9375,24.102083333333333,25.906875,25.3746875,25.77182904411765
2000-07-18,24.125,23.8125,23.875,24.0,722200,24.0,24.072916666666668,25.948125,25.3940625,25.75889598540146
2000-07-19,24.25,23.5625,24.125,23.625,503800,23.625,23.99375,25.971875,25.3971875,25.743432971014492
2000-07-20,23.9375,23.4375,23.5625,23.625,373500,23.625,23.926041666666666,25.981875,25.4028125,25.728192446043167
2000-07-21,24.0,23.1875,23.875,23.375,440900,23.375,23.884375,25.996875,25.3965625,25.71138392857143
2000-07-24,23.4375,23.0625,23.125,23.0625,317200,23.0625,23.954166666666666,25.979375,25.4009375,25.692597517730498
2000-07-25,23.25,23.0,23.25,23.1875,324700,23.1875,23.916666666666668,25.969375,25.4046875,25.674955985915492
2000-07-26,23.5,23.0,23.1875,23.0,535200,23.0,23.845833333333335,25.891875,25.4103125,25.65625
2000-07-27,23.5,22.875,23.125,22.875,269800,22.875,23.7375,25.819375,25.4153125,25.63693576388889
2000-07-28,23.25,22.75,23.1875,22.8125,411100,22.8125,23.616666666666667,25.755625,25.4321875,25.617456896551722
2000-07-31,23.1875,22.8125,23.0625,22.875,352500,22.875,23.5125,25.678125,25.4409375,25.59867294520548
2000-08-01,23.0625,22.6875,22.6875,22.875,381300,22.875,23.408333333333335,25.599375,25.4421875,25.58014455782313
2000-08-02,23.3125,23.0,23.125,23.125,562900,23.125,23.345833333333335,25.506875,25.4553125,25.563555743243242
2000-08-03,23.75,22.9375,23.75,23.125,504300,23.125,23.3125,25.419375,25.4734375,25.547189597315437
2000-08-04,23.3125,22.8125,23.25,22.9375,442700,22.9375,23.229166666666668,25.341875,25.4771875,25.529791666666668
2000-08-07,23.0,22.75,22.875,23.0,442800,23.0,23.166666666666668,25.260625,25.4659375,25.5130380794702
2000-08-08,23.1875,22.875,23.0,22.9375,530500,22.9375,23.095833333333335,25.175625,25.4309375,25.49609375
2000-08-09,23.0,22.625,23.0,22.75,467700,22.75,23.0375,25.074375,25.4153125,25.4781454248366
2000-08-10,23.0625,22.75,22.875,22.8125,510500,22.8125,22.983333333333334,24.970625,25.3934375,25.460836038961038
2000-08-11,22.5625,22.0,22.375,22.0,984200,22.0,22.891666666666666,24.846875,25.3565625,25.438508064516128
2000-08-14,22.8125,22.0625,22.125,22.75,763500,22.75,22.870833333333334,24.723125,25.3365625,25.42127403846154
2000-08-15,23.0625,22.25,22.8125,22.375,453600,22.375,22.816666666666666,24.591875,25.3190625,25.40187101910828
2000-08-16,22.625,22.0625,22.1875,22.0625,471300,22.0625,22.754166666666666,24.471875,25.2840625,25.38073575949367
2000-08-17,22.25,22.0,22.1875,22.125,774900,22.125,22.704166666666666,24.346875,25.2490625,25.360259433962263
2000-08-18,22.1875,22.0,22.0,22.0,711000,22.0,22.65,24.231875,25.2065625,25.3392578125
2000-08-21,22.0625,21.875,22.0,21.9375,850500,21.9375,22.5875,24.111875,25.1578125,25.318128881987576
2000-08-22,22.0,21.875,21.9375,21.9375,745300,21.9375,22.525,23.989375,25.1053125,25.297260802469136
2000-08-23,21.9375,21.625,21.875,21.75,865200,21.75,22.433333333333334,23.849375,25.0453125,25.27549846625767
2000-08-24,22.125,21.75,21.75,22.0,451300,22.0,22.358333333333334,23.710625,24.9865625,25.255525914634145
2000-08-25,22.125,21.8125,21.8125,22.0,235200,22.0,22.295833333333334,23.570625,24.9359375,25.235795454545453
2000-08-28,22.0625,21.6875,22.0,22.0,379500,22.0,22.229166666666668,23.463125,24.8790625,25.216302710843372
2000-08-29,22.5,22.0,22.0,22.125,425000,22.125,22.175,23.363125,24.8140625,25.197791916167663
2000-08-30,22.375,22.0,22.0,22.3125,425400,22.3125,22.145833333333332,23.281875,24.7478125,25.18061755952381
2000-08-31,22.625,22.0,22.1875,22.515625,499400,22.515625,22.126041666666666,23.2059375,24.68109375,25.164848372781066
2000-09-01,22.6875,22.125,22.5,22.625,247900,22.625,22.167708333333334,23.1396875,24.60984375,25.149908088235293
2000-09-05,23.5625,22.5,22.8125,23.125,384100,23.125,22.192708333333332,23.1034375,24.54921875,25.138066520467838
2000-09-06,23.6875,23.125,23.3125,23.375,349600,23.375,22.259375,23.0821875,24.50484375,25.12781613372093
2000-09-07,23.3125,22.625,23.25,23.0,254000,23.0,22.321875,23.0459375,24.47484375,25.11551661849711
2000-09-08,23.5625,22.875,23.0,23.4375,391200,23.4375,22.409375,23.021875,24.44984375,25.105872844827587
2000-09-11,23.625,22.875,23.625,23.125,408100,23.125,22.484375,23.004375,24.41796875,25.09455357142857
2000-09-12,23.25,22.8125,23.0,23.25,321700,23.25,22.571875,23.0290625,24.39609375,25.08407315340909
2000-09-13,23.5625,22.5625,23.3125,22.5625,455000,22.5625,22.613541666666666,23.0053125,24.37234375,25.06982697740113
2000-09-14,22.5625,22.25,22.5,22.375,515700,22.375,22.655208333333334,22.9715625,24.34671875,25.0546875
2000-09-15,22.5625,21.875,21.875,22.0,748800,22.0,22.655208333333334,22.9215625,24.31609375,25.03762220670391
2000-09-18,23.0,22.0,22.1875,22.1875,540000,22.1875,22.667708333333334,22.8728125,24.29859375,25.021788194444444
2000-09-19,22.3125,21.375,22.3125,21.5625,400400,21.5625,22.638541666666665,22.8153125,24.28359375,25.002676104972377
2000-09-20,21.5625,21.125,21.3125,21.125,316700,21.125,22.571875,22.7490625,24.26546875,24.981370192307693
2000-09-21,22.375,21.0,21.1875,21.75,326800,21.75,22.534375,22.7028125,24.25234375,24.96371243169399
2000-09-22,22.6875,21.5625,22.25,21.875,457900,21.875,22.491666666666667,22.6678125,24.24609375,24.946925951086957
2000-09-25,22.8125,21.8125,21.8125,22.4375,502300,22.4375,22.479166666666668,22.6328125,24.25171875,24.933361486486486
2000-09-26,22.8125,22.4375,22.5,22.5625,427100,22.5625,22.441666666666666,22.6053125,24.25609375,24.92061491935484
2000-09-27,22.9375,22.3125,22.3125,22.8125,431600,22.8125,22.404166666666665,22.5815625,24.26484375,24.909341577540108
2000-09-28,22.875,22.375,22.8125,22.4375,1303700,22.4375,22.366666666666667,22.5578125,24.26484375,24.896193484042552
2000-09-29,23.0,22.375,22.375,22.6875,622000,22.6875,22.316666666666666,22.5390625,24.26046875,24.884507275132275
2000-10-02,22.6875,22.0625,22.6875,22.125,602700,22.125,22.25,22.5140625,24.25546875,24.869983552631577
2000-10-03,23.25,22.125,22.1875,22.8125,430200,22.8125,22.220833333333335,22.5090625,24.24421875,24.859211387434556
2000-10-04,23.5,22.5625,22.5625,23.1875,468700,23.1875,22.2625,22.5090625,24.23921875,24.850504557291668
2000-10-05,24.125,23.1875,23.1875,23.75,605800,23.75,22.354166666666668,22.5240625,24.20796875,24.844802461139896
2000-10-06,25.5,23.625,23.625,24.875,908700,24.875,22.545833333333334,22.5640625,24.19171875,24.8449581185567
2000-10-09,25.3125,24.375,24.6875,24.5625,545800,24.5625,22.704166666666666,22.5990625,24.17734375,24.843509615384615
2000-10-10,24.8125,24.25,24.375,24.3125,322700,24.3125,22.8875,22.6278125,24.15296875,24.84080038265306
2000-10-11,25.25,24.125,24.1875,24.25,384900,24.25,23.095833333333335,22.6553125,24.12734375,24.837801395939085
2000-10-12,24.1875,23.4375,24.1875,23.5625,467100,23.5625,23.216666666666665,22.6640625,24.08546875,24.83136047979798
2000-10-13,25.0,23.5,23.5,24.6875,699300,24.6875,23.404166666666665,22.6953125,24.05734375,24.830637562814072
2000-10-16,25.375,24.5,24.6875,25.25,558900,25.25,23.591666666666665,22.7415625,24.04171875,24.832734375
2000-10-17,25.125,23.875,25.125,23.875,511000,23.875,23.679166666666667,22.7590625,24.00984375,24.799296875
2000-10-18,24.5625,23.75,23.875,24.375,438800,24.375,23.783333333333335,22.7878125,23.98171875,24.768984375
2000-10-19,25.3125,24.125,24.125,25.0,620300,25.0,23.954166666666666,22.8328125,23.95359375,24.742421875
2000-10-20,24.75,24.0625,24.6875,24.125,577600,24.125,24.05,22.8590625,23.91484375,24.717734375
2000-10-23,24.8125,24.0,24.0,24.375,531200,24.375,24.2,22.9065625,23.87671875,24.687421875
2000-10-24,25.0,24.1875,24.1875,25.0,423300,25.0,24.345833333333335,22.9515625,23.83734375,24.658984375
2000-10-25,25.0,24.4375,24.625,24.875,305000,24.875,24.458333333333332,23.0015625,23.79671875,24.633046875
2000-10-26,25.4375,24.625,24.625,24.9375,343200,24.9375,24.5375,23.0590625,23.76546875,24.608671875
2000-10-27,25.75,24.6875,24.6875,25.4375,361100,25.4375,24.575,23.1253125,23.73609375,24.585859375
2000-10-30,26.25,25.4375,25.4375,25.9375,542900,25.9375,24.666666666666668,23.2040625,23.71796875,24.566796875
2000-10-31,27.0,26.0625,26.125,26.8125,645800,26.8125,24.833333333333332,23.3015625,23.70671875,24.552734375
2000-11-01,27.125,26.4375,26.4375,26.9375,371000,26.9375,25.0125,23.4015625,23.69546875,24.536796875
2000-11-02,28.0,26.75,26.9375,27.875,456900,27.875,25.3,23.5240625,23.68671875,24.530859375
2000-11-03,27.875,25.9375,27.875,26.0,326900,26.0,25.3875,23.6040625,23.65734375,24.519609375
2000-11-06,26.625,26.125,26.125,26.5,230800,26.5,25.470833333333335,23.6940625,23.63234375,24.513359375
2000-11-07,26.5625,26.0,26.0,26.5625,176500,26.5625,25.65,23.7853125,23.62421875,24.506796875
2000-11-08,26.875,26.25,26.5625,26.6875,236200,26.6875,25.804166666666667,23.8765625,23.61984375,24.502109375
2000-11-09,26.75,25.4375,26.625,25.4375,357200,25.4375,25.833333333333332,23.9390625,23.61046875,24.494296875
2000-11-10,26.5,25.3125,25.5625,26.25,413100,26.25,25.975,24.01375,23.60984375,24.494609375
2000-11-13,26.8125,26.0,26.0,26.5625,325500,26.5625,26.120833333333334,24.0925,23.61609375,24.496171875
2000-11-14,27.6875,26.5,26.5625,26.75,303600,26.75,26.2375,24.165,23.63421875,24.498359375
2000-11-15,27.0,26.5,26.5,26.75,161400,26.75,26.3625,24.2325,23.65734375,24.503046875
2000-11-16,27.1875,26.0625,27.125,26.1875,289700,26.1875,26.445833333333333,24.29625,23.67109375,24.501171875
2000-11-17,27.25,26.25,26.375,27.0,285500,27.0,26.55,24.3675,23.6946875,24.503046875
2000-11-20,27.0625,26.375,26.9375,26.9375,319300,26.9375,26.616666666666667,24.44375,23.7240625,24.510859375
2000-11-21,27.4375,26.875,27.1875,27.1875,481300,27.1875,26.641666666666666,24.5225,23.77578125,24.520859375
2000-11-22,27.0,26.0625,26.75,26.25,282900,26.25,26.595833333333335,24.59625,23.80078125,24.532109375
2000-11-24,26.5625,26.25,26.375,26.3125,102500,26.3125,26.491666666666667,24.675,23.82328125,24.543359375
2000-11-27,27.4375,26.1875,26.3125,27.3125,354500,27.3125,26.579166666666666,24.78125,23.85140625,24.563671875
2000-11-28,27.1875,26.1875,27.1875,26.3125,327300,26.3125,26.566666666666666,24.86375,23.86828125,24.578359375
2000-11-29,26.375,25.875,26.1875,26.0625,386900,26.0625,26.533333333333335,24.95375,23.88453125,24.591796875
2000-11-30,26.1875,25.3125,26.1875,25.8125,358600,25.8125,26.475,25.0475,23.89828125,24.609296875
2000-12-01,26.3125,25.4375,25.5625,25.875,180700,25.875,26.504166666666666,25.13,23.91640625,24.625546875
2000-12-04,26.3125,25.5625,25.875,26.0625,366100,26.0625,26.491666666666667,25.21375,23.94078125,24.645234375
2000-12-05,26.25,25.6875,25.875,26.125,269800,26.125,26.4625,25.2875,23.96015625,24.663984375
2000-12-06,26.125,25.4375,25.875,25.6875,353000,25.6875,26.391666666666666,25.35,23.97765625,24.676171875
2000-12-07,25.75,25.0,25.6875,25.3125,265400,25.3125,26.295833333333334,25.4,23.99078125,24.692421875
